DATE,TIME,ARGUMENTS,SEED,REPRESENTATION,ALGORITHM,VERTICES,DENSITY,TYPE,EXECUTION TIME (us),AVERAGE (us),MIN (us),MAX (us)
2026-06-16,21:33:35,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,KRUSKAL,264346,0,PYTHON_RUN,1933332us,,,
2026-06-16,21:33:39,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,KRUSKAL,264346,0,PYTHON_RUN,1958614us,,,
2026-06-16,21:33:43,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,KRUSKAL,264346,0,PYTHON_RUN,1883351us,,,
2026-06-16,21:33:47,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,KRUSKAL,264346,0,PYTHON_RUN,1690596us,,,
2026-06-16,21:33:50,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,KRUSKAL,264346,0,PYTHON_RUN,1932574us,,,
2026-06-16,21:33:54,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,KRUSKAL,264346,0,PYTHON_RUN,1985868us,,,
2026-06-16,21:47:54,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,KRUSKAL,264346,0,PYTHON_SUMMARY,,1878937us,1670086us,1985868us
2026-06-16,21:33:57,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2716174us,,,
2026-06-16,21:33:59,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2315918us,,,
2026-06-16,21:34:02,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2483392us,,,
2026-06-16,21:34:04,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2531023us,,,
2026-06-16,21:34:07,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2566393us,,,
2026-06-16,21:34:09,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2370917us,,,
2026-06-16,21:34:12,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2539952us,,,
2026-06-16,21:34:14,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2560075us,,,
2026-06-16,21:34:17,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2383054us,,,
2026-06-16,21:34:19,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2551012us,,,
2026-06-16,21:34:22,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2566714us,,,
2026-06-16,21:34:24,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2372433us,,,
2026-06-16,21:34:27,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2507737us,,,
2026-06-16,21:34:30,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2755971us,,,
2026-06-16,21:34:32,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2467360us,,,
2026-06-16,21:34:35,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2406225us,,,
2026-06-16,21:34:37,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2585670us,,,
2026-06-16,21:34:40,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2388322us,,,
2026-06-16,21:34:42,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2509011us,,,
2026-06-16,21:34:45,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2826803us,,,
2026-06-16,21:34:48,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2513055us,,,
2026-06-16,21:34:50,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2651718us,,,
2026-06-16,21:34:53,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2425645us,,,
2026-06-16,21:34:55,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2591118us,,,
2026-06-16,21:34:58,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2432555us,,,
2026-06-16,21:35:00,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2528795us,,,
2026-06-16,21:35:03,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2548427us,,,
2026-06-16,21:35:05,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2555032us,,,
2026-06-16,21:35:08,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2586088us,,,
2026-06-16,21:35:11,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2611677us,,,
2026-06-16,21:35:13,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2416577us,,,
2026-06-16,21:35:16,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2595774us,,,
2026-06-16,21:35:18,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2379251us,,,
2026-06-16,21:35:21,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2501322us,,,
2026-06-16,21:35:23,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2744393us,,,
2026-06-16,21:35:26,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2456922us,,,
2026-06-16,21:35:28,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2397174us,,,
2026-06-16,21:35:31,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2509630us,,,
2026-06-16,21:35:34,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2754290us,,,
2026-06-16,21:35:36,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2453055us,,,
2026-06-16,21:35:39,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2624606us,,,
2026-06-16,21:35:41,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2428114us,,,
2026-06-16,21:35:44,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2629041us,,,
2026-06-16,21:35:46,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2438135us,,,
2026-06-16,21:35:49,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2595777us,,,
2026-06-16,21:35:51,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2441963us,,,
2026-06-16,21:35:54,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2555529us,,,
2026-06-16,21:35:56,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2540232us,,,
2026-06-16,21:35:59,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2565655us,,,
2026-06-16,21:36:02,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_RUN,2584708us,,,
2026-06-16,21:48:02,NOT_APPLICABLE,NOT_APPLICABLE,NETWORKX_GRAPH,FORD_FULKERSON,264346,0,PYTHON_SUMMARY,,2529208us,2315918us,2826803us
